Артикул	Группа товара	Дата продажи
IT010012160	Платки носовые	19.04.2017
IT010012161	Средство по уходу за зеркалами и стеклами	20.04.2017
IT010012162	Стиральный порошок-автомат	21.04.2017
IT010012163	Средство для чистки кафеля	22.04.2017
IT010012164	Средство от накипи	23.04.2017
IT010012165	Пакеты для завтрака	24.04.2017
IT010012166	Гель для туалетов	25.04.2017
IT010012167	Сода кальцинированная	26.04.2017
IT010012168	Чистящий порошок универсальный	27.04.2017
IT010012169	Микроспрей	28.04.2017
IT010012170	Средство для чистки плит	29.04.2017
IT010012171	Дозатор	03.05.2017
IT010012172	Стиральный порошок ручной	04.05.2017
IT010012173	Мыло жидкое	05.05.2017
IT010012174	Мыло кусковое	06.05.2017
IT010012175	Отбеливатель	07.05.2017
IT010012176	Зубная паста	08.05.2017
IT010012177	Пятновыводитель	10.05.2017
IT010012178	Салфетки бумажные	11.05.2017
IT010012179	Стиральный порошок универсальный	12.05.2017
IT010012180	Средство для мытья посуды	13.05.2017
IT010012181	Средство для прочистки труб	14.05.2017
IT010012182	Перчатки тканевые	15.05.2017
IT010012183	Антистатик спрей	16.05.2017
IT010012184	Освежитель воздуха	17.05.2017
IT010012185	Пена/соль для ванн	18.05.2017
IT010012186	Запасной баллон для освежителя	19.05.2017
IT010012187	Средство для ухода за мебелью	20.05.2017
IT010012188	Средство для чистки металлических изделий	21.05.2017
IT010012189	Средство для мытья пола	22.05.2017
IT010012190	Кондиционер для белья	23.05.2017
IT010012191	Перчатки резиновые	24.05.2017
IT010012192	Средство для дезинфекции	25.05.2017
IT010012193	Покрытие одноразовое для унитаза	26.05.2017
IT010012194	Бумажное полотенце	27.05.2017
IT010012195	Подвеска для унитаза	28.05.2017
IT010012196	Средство для посудомоечной машины	29.05.2017
IT010012197	Картридж с жидким мылом	30.05.2017
IT010012198	Платки носовые	01.06.2017
IT010012199	Средство по уходу за зеркалами и стеклами	02.06.2017
IT010012200	Стиральный порошок-автомат	03.06.2017
IT010012201	Средство для чистки кафеля	04.06.2017
IT010012202	Средство от накипи	05.06.2017
IT010012203	Пакеты для завтрака	06.06.2017
IT010012204	Гель для туалетов	07.06.2017
IT010012205	Сода кальцинированная	08.06.2017
IT010012206	Чистящий порошок универсальный	09.06.2017
IT010012207	Микроспрей	10.06.2017
IT010012208	Средство для чистки плит	11.06.2017
IT010012209	Дозатор	12.06.2017
IT010012210	Стиральный порошок ручной	13.06.2017
IT010012211	Мыло жидкое	14.06.2017
IT010012212	Мыло кусковое	15.06.2017
IT010012213	Отбеливатель	16.06.2017
IT010012214	Зубная паста	17.06.2017
IT010012215	Пятновыводитель	18.06.2017
IT010012216	Салфетки бумажные	19.06.2017
IT010012217	Стиральный порошок универсальный	20.06.2017
IT010012218	Средство для мытья посуды	21.06.2017
IT010012219	Средство для прочистки труб	22.06.2017
IT010012220	Перчатки тканевые	23.06.2017
IT010012221	Антистатик спрей	24.06.2017
IT010012222	Освежитель воздуха	25.06.2017
IT010012223	Пена/соль для ванн	26.06.2017
IT010012224	Запасной баллон для освежителя	27.06.2017
IT010012225	Средство для ухода за мебелью	28.06.2017
IT010012226	Средство для чистки металлических изделий	29.06.2017
IT010012227	Средство для мытья пола	01.07.2017
IT010012228	Кондиционер для белья	02.07.2017
IT010012229	Перчатки резиновые	03.07.2017
IT010012230	Средство для дезинфекции	04.07.2017
IT010012231	Покрытие одноразовое для унитаза	05.07.2017
IT010012232	Бумажное полотенце	06.07.2017
IT010012233	Подвеска для унитаза	07.07.2017
IT010012234	Средство для посудомоечной машины	08.07.2017
IT010012235	Картридж с жидким мылом	09.07.2017
IT010012236	Платки носовые	10.07.2017
IT010012237	Средство по уходу за зеркалами и стеклами	11.07.2017
IT010012238	Стиральный порошок-автомат	12.07.2017
IT010012239	Средство для чистки кафеля	13.07.2017
IT010012240	Средство от накипи	14.07.2017
IT010012241	Пакеты для завтрака	15.07.2017
IT010012242	Гель для туалетов	16.07.2017
IT010012243	Сода кальцинированная	17.07.2017
IT010012244	Чистящий порошок универсальный	18.07.2017
IT010012245	Микроспрей	19.07.2017
IT010012246	Средство для чистки плит	20.07.2017
IT010012247	Дозатор	21.07.2017
IT010012248	Стиральный порошок ручной	22.07.2017
IT010012249	Мыло жидкое	23.07.2017
IT010012250	Мыло кусковое	24.07.2017
IT010012251	Отбеливатель	25.07.2017
IT010012252	Зубная паста	26.07.2017
IT010012253	Пятновыводитель	27.07.2017
IT010012254	Салфетки бумажные	28.07.2017
IT010012255	Стиральный порошок универсальный	29.07.2017
IT010012256	Средство для мытья посуды	30.07.2017
IT010012257	Средство для прочистки труб	01.08.2017
IT010012258	Перчатки тканевые	02.08.2017
IT010012259	Антистатик спрей	03.08.2017
